id,text,annotation,iteration,ka_mean,ka_lower,ka_upper,label
27,What are your favorite conservative blog sites and why?  #tcot #RedNationRising #CulturalRot #SemST,0,0,NA,NA,NA,stance
28,"@foxnation read my lips , "" I am Nuts "" get out of people's personal life. #SemST",0,0,NA,NA,NA,stance
29,bow my head  #FreeChelsea #FreeHamond #all prisoners of the state!  #SemST,0,0,NA,NA,NA,stance
30,@WhipHoyer @CorlessJones haha ACA is far from affordable you bunch of GRUBER idiots! #SemST,0,0,NA,NA,NA,stance
31,Cancel your Netflix subscription and donate to @realDonaldTrump's campaign for entertainment #Trump #SemST,1,0,NA,NA,NA,stance
32,So #Memphis will dig up #NathanBedfordForrest but #BillCosby keeps his star on the Hollywood Walk of Fame? #LiberalLogic #SemST,0,0,NA,NA,NA,stance
33,"Lighting that WH was so in your face to half of America, no class and so disrespectful..  #CashinIn   #SemST",0,0,NA,NA,NA,stance
34,He doesn't care & would have to give up TV gigs anyway to run... loves attention & controversy  #SemST,0,0,NA,NA,NA,stance
35,"@realDonaldTrump is not a pilitical puppet. Maybe a piata, but definitely not a puppet. #SemST",0,0,NA,NA,NA,stance
36,Thank you @Macys! You are and will continue to be my favorite store! Bye bye #DoucheBag #SemST,0,0,NA,NA,NA,stance
37,If the Obama cabinet was on the apprentice who would you fire?  Kerry was the answer. #talkcityclub #SemST,0,0,NA,NA,NA,stance
38,I'm voting for Donald Trump ! #SemST,1,0,NA,NA,NA,stance
39,"The Left fear Donald Trump, BIG TIME! @realDonaldTrump  #SemST",0,0,NA,NA,NA,stance
40,@realDonaldTrump is such an idiot. He's risking way to much for something he'll never get. #SemST,0,0,NA,NA,NA,stance
41,"@ProfessorF You have plenty of phones, internet access, cars, TVs, houses, etc. all courtesy of taxpayers.. er.. government! #SemST",0,0,NA,NA,NA,stance
42,"Donald Trump is in dire need of a crisis communicator. PR folks, please give him your two cents. #SorryNotSorry #SemST",0,0,NA,NA,NA,stance
43,This Fight Isn't OVER! #Obamacare Is Obviously Broken & It Increases Health Care Costs For Millions Of Americans. #SCOTUScare #SemST,0,0,NA,NA,NA,stance
44,@realDonaldTrump  WE WANT TRUMP! WE WANT TRUMP! WE WANT TRUMP!!! #MakeAmericaGreatAgain #SemST,1,0,NA,NA,NA,stance
45,I nominate Donald Trump for the new ambassador to Mexico. #Mexico #Tacos #SemST,1,0,NA,NA,NA,stance
46,@dramamiine well you have the right to your opinion and I have the right to not listen to it. Have a great day! #SemST,0,0,NA,NA,NA,stance
47,"@GalaxySojourn until their welfare is cut, their freebies taken away the #plantationparty will always vote dem #SemST",0,0,NA,NA,NA,stance
48,Stop thinking you can walk around talking reckless in the end it will bite you in the ass #Dontjudgeme #SemST,0,0,NA,NA,NA,stance
49,RT brutaltruth2682: Radical Islam is still a threat to the Western World!!!! #awareness #PATRIOT #UnitedWeStand #SemST,0,0,NA,NA,NA,stance
50,@johnnydollar01 @kilmeade That there can be complete #ASSHOLES like #SemST,0,0,NA,NA,NA,stance
51,I really hate these stunts.  We already know how ignorant the post-Reagan generations are.   #SemST,0,0,NA,NA,NA,stance
52,@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain #SemST,1,0,NA,NA,NA,stance
53,Who among us has never defamed an entire country on nat'l television while declaring candidacy for president? #perspective #SemST,0,0,NA,NA,NA,stance
54,@kesgardner @MikeHansen613  WTF?????? The true face of #Racism & it is UGLY both inside & out #SemST,0,0,NA,NA,NA,stance
55,People who judge Trump based on his looks and hair style yet call him a racist bigot might be #hypocrites #SemST,0,0,NA,NA,NA,stance
56,"John O'Donnell, former president of Trump Plaza Hotel & Casino ... @realDonaldTrump said ""laziness is a trait in blacks. #SemST",0,0,NA,NA,NA,stance
57,@realDonaldTrump we all want you as the next president !! You tell it has it is and not as a spineless politician! #SemST,1,0,NA,NA,NA,stance
58,Reminder: DemocRATs STOLE  $716 Billion from Medicare f/ the elderly & gave it to Medicaid to help pay for #Obamacare. #SemST,0,0,NA,NA,NA,stance
59,Not an American but I'll def be following the circus of the 2016 presidential running unfold. #Christie2016   #SemST,0,0,NA,NA,NA,stance
60,@realDonaldTrump we need you in office.. Keep doing what your doing. #VoteTrump #MakeAmericaGreatAgain #SemST,1,0,NA,NA,NA,stance
61,"Yo DEMOCRATS, #NYSE Halted-Down. Just another ""CRISIS"". What ya gonna do to NOT LET IT GO TO WASTE???????????????  #SemST",0,0,NA,NA,NA,stance
62,@realDonaldTrump I know you are the best candidate. You are the only one who can #MakeAmericaGreatAgain #RestoreOurRepublic #SemST,1,0,NA,NA,NA,stance
63,"I'm developing my own version of Arya's kill list, but for asshole celebrities #BillCosby #PaulaDeen #JaredFromSubway #GOT #SemST",0,0,NA,NA,NA,stance
64,Will be watching @AC360 again tomorrow to watch @realDonaldTrump interview continuation. #MakeAmericaGreatAgain #SemST,1,0,NA,NA,NA,stance
65,@haleyelenaa and his favourite beaches are probably in Acapulco and Cabo  #SemST,0,0,NA,NA,NA,stance
66,The more Big&Rich hates @realDonaldTrump The more Little&Poor follows him 3103K  @HillaryClinton 3810K #Election2016 #Hillary2016 #SemST,0,0,NA,NA,NA,stance
67,On #education @JohnKasich has no clue.. High standards only work if the kids do their work and their parents make sure of it. #SemST,0,0,NA,NA,NA,stance
68,"Terrorist takes selfie post on media,USA bombs target, USA tells world how they did it so they they never have 2 repeat it. #SemST",0,0,NA,NA,NA,stance
69,Thinking about deactivating my personal facebook account 'cause it's too liberal for me. Liberalism is a mental disorder. #SemST,0,0,NA,NA,NA,stance
70,"obviously, the decision was made on june 26th because it's the closest they could get to 6/66 within the month of june, #tcot #SemST",0,0,NA,NA,NA,stance
71,"Really #DonaldTrump, all Mexican people are rapists, but you assume SOME are good people... #IdiotNation #facepalm #SemST",0,0,NA,NA,NA,stance
72,"@conservacuck unfortunately the melting pot concept has been replaced by balkanization, now it's division not diversity #tcot #SemST",0,0,NA,NA,NA,stance
73,Freedom of speech? Yeah right. You are only allowed to say what you want if it lines up with the liberal agenda. Wake up people #SemST,0,0,NA,NA,NA,stance
74,I'm offended @HillaryClinton is Not in Prison & I'm offended  hasn't started 2 #ImpeachObama Now @BarackObama  #SemST,0,0,NA,NA,NA,stance
75,Imagine looking out at the world and the America Obama has created while thinking things are better?  My god...  #tcot #PJNET #SemST,0,0,NA,NA,NA,stance
76,RT veriphile: Follow #Patriot -->  TheresaMurrano.  Thanks for following!!  #Truth #Liberty #Justice #2A #ProLife #IStandWit... #SemST,1,0,NA,NA,NA,stance
77,OMG! .@KirstenPowers Practically states Whites are more racist than Blacks because Whites are oppressing Blacks. WHERE? WTF? #SemST,0,0,NA,NA,NA,stance
78,The clothing #Macys (made in Mexico&China) #NBC (Traders! #Sodomites!) #Univision (will pay!) #RollOn!!! @realDonaldTrump #wiyh #SemST,0,0,NA,NA,NA,stance
79,"@ProfessorF @JessicaTarlov And deluded shows and ""news"" reporters are not?!  #SemST",0,0,NA,NA,NA,stance
80,"Corporate America showing there Asses, over #trump is just wrong! I am making note! #SemST",0,0,NA,NA,NA,stance
81,Hey #UniteBlue look at #Greece - that's America's future thanks to you and Obama adding 8 Triion in U.S. debt. #SemST,0,0,NA,NA,NA,stance
82,Get over to #CNN #AC360 @realDonaldTrump going live in minutes.  #SemST,1,0,NA,NA,NA,stance
83,That Time Trump Spent Nearly $100000 On An Ad Criticizin US Foreign Policy In 1987 #america #DonaldJTrump #foreignpolicy #SemST,1,0,NA,NA,NA,stance
84,"Another Reagan the last thing we need! The #FatherofAmnesty rewarded 3m criminals, displaced 1.9m in workforce! @DaGodfather907 #SemST",0,0,NA,NA,NA,stance
85,"@mdsbarry ILLEGAL ALIENS come to US collect welfare and social security, its time to #MakeAmericaGreatAgain SECURE OUR BORDERS  #SemST",1,0,NA,NA,NA,stance
86,After today SCOTUS has passed more legislation than congress. #tcot #SemST,0,0,NA,NA,NA,stance
87,Liberals do not like that @realDonaldTrump is moving up in the polls. #MakeAmericaGreatAgain #TheGreatWallofMexico #SemST,1,0,NA,NA,NA,stance
88,Hey guise. Any recommendation for a good taco place in midtown? #Trump #SemST,0,0,NA,NA,NA,stance
89,@ErinBurnett #cnn WHY WOULD IT HURT @realDonaldTrump TO SAY SOME ILLEGAL IMMS RAPE? @JOHN_WALSH JUST SAID IT'S TRUE @OutFrontCNN #SemST,0,0,NA,NA,NA,stance
90,"You can ""try"" to take my #ConfederateFlag down & you will successfully fail to do so. #SemST",0,0,NA,NA,NA,stance
91,"We get all the bad #Mexicans...minus the ones whose labor built your empire, of course. #TrumpedFacts #Delusional #GTFOH #SemST",0,0,NA,NA,NA,stance
92,Of course @TheJuanWilliams is completely wrong on the @SCOTUS ruling on #obamacare . @MichelleFields is right! #SemST,0,0,NA,NA,NA,stance
93,I almost got myself grounded for not agreeing with my parents on marriage equality. #USisnotatheocracy #SemST,0,0,NA,NA,NA,stance
94,@BillGates Can you reset my Windows 98 password?? #SemST,0,0,NA,NA,NA,stance
95,@meetthepress @ron_fournier @realDonaldTrump Typical Liberal Media. Trump has now evolved. He is now non Mexican Pro Life. #SemST,1,0,NA,NA,NA,stance
96,"Hosea 4:8  They eat up the sin of my people, and they set their heart on their iniquity.  #pastors #Christians  #repent #SemST",0,0,NA,NA,NA,stance
97,@NBCNews political correctness is killing the country! The Don is telling the truth! #SemST,1,0,NA,NA,NA,stance
98,@NachoQuesado @kevinsnebula @iconogasmic @Anarkitteh @alaindebotton Your Fired! #yourfired #UpWithTrump #SemST,0,0,NA,NA,NA,stance
99,Dear Republicans: Please nominate Donald Trump. The reminder that people like him exist will do wonders for the progressive cause #SemST,0,0,NA,NA,NA,stance
100,@TMZ trump a guy born with a silver spoon up his ass who has never done a hard days work in his life  #DumpTrump #YoureFired  #SemST,0,0,NA,NA,NA,stance
101,"Political policies are reversible, genetics are not. That's why we must defend our borders from the third world.   #SemST",0,0,NA,NA,NA,stance
102,Donald Trump isn't afraid to roast everyone. #SemST,1,0,NA,NA,NA,stance
103,"Making matters worse, NBC canceling Apprentice replacing with Mind of Mencia reruns #comedycentral #NBC #SemST",0,0,NA,NA,NA,stance
104,"@CNNPolitics @CNN if you spent as much time covering Bernie Sanders as you do Trump, Sanders would be ahead in every poll.   #SemST",0,0,NA,NA,NA,stance
105,@realDonaldTrump needs to learn when to stop talking. You are making it worse Donald... so much worse. #SemST,0,0,NA,NA,NA,stance
106,Go back to focusing on brainless beauties... Oh wait you can't cuz you've been fired #NBC #youlose #sorrynotsorry #SemST,0,0,NA,NA,NA,stance
107,hey @Macys a whole bunch of us are going to sever ties with you.   #Macys #SemST,0,0,NA,NA,NA,stance
108,he was getting divorced & filing bankruptcies @robin182zz #Trump #bankrupt #Election2016 #SemST,0,0,NA,NA,NA,stance
109,@realDonaldTrump is the most repulsive narcissist on the planet. #SemST,0,0,NA,NA,NA,stance
110,THE DONALD & CARLEY - Perfect Together! - #Trump #SemST,1,0,NA,NA,NA,stance
111,"Finally a highly intelligent, economically competent contender for The President. TRUMP #Trump #realdonaldtrump #SemST",1,0,NA,NA,NA,stance
112,"@realDonaldTrump Is the only one that says the truth straight up. No spin, and he constantly stands up for what he believes! #SemST",1,0,NA,NA,NA,stance
113,@docweiser01 @ericbolling @JonathanHoenig @MichelleFields Morning Doc! (hugs) #SemST,1,0,NA,NA,NA,stance
114,"UncommonState: RT Commoncorediva: Title 1 funds/Title 9 funds, IDEA funds...all being distorted 2 serve the CCSS Agenda! #PJ... #SemST",0,0,NA,NA,NA,stance
115,Time for Texas & Oklahoma to think about a no fault divorce from the Divided States of America.   #TCOT #CCOT #tippingpoint #SemST,0,0,NA,NA,NA,stance
116,@AppSame  obama and hillary and ordoughan and the Khomeinians and MB And ISIS are all serving the Freemasonry  #SemST,0,0,NA,NA,NA,stance
117,More people should pay attention to the Greek situation cuz it's the first dominoe to fall #Grexit #tcot #SemST,0,0,NA,NA,NA,stance
118,"The moment you opened your mouth,  that was the end of your candidate trip! @realDonaldTrump #SemST",0,0,NA,NA,NA,stance
119,"In todays America, does Honesty mean you are a Bigot?  I Hope not! @JonathanHoenig @JudgeJeanine #TheFive #Hannity #SemST",0,0,NA,NA,NA,stance
120,@realDonaldTrump  Just registered to Vote Today so I can contribute to help #MakeAmericaGreatAgain #Honesty #SemST,1,0,NA,NA,NA,stance
121,I wonder if Trump is at the Mexico soccer game in Chicago? I hear he has a lot of supporters there #SemST,1,0,NA,NA,NA,stance
122,@NBCNews @realDonaldTrump or the white house!! #trumpforpresident #SemST,1,0,NA,NA,NA,stance
123,The Sheriff of #SFO is a total idiot.  #FollowTheLaw #SanctuaryCity #SemST,0,0,NA,NA,NA,stance
124,Trump's comments show he cannot be taken seriously. The fact he's polling high shows the party should not be taken seriously. #SemST,0,0,NA,NA,NA,stance
125,We need someine to bring this country back to life! @realDonaldTrump resuscitate America! #SemST,1,0,NA,NA,NA,stance
126,Y'all knew it was going to happen.  Wasn't it just a matter of time?  #SemST,0,0,NA,NA,NA,stance
127,@LindaSuhler The smear campaign from RINO Headquarters --> @GOP  has begun. #SemST,0,0,NA,NA,NA,stance
128,Hey hypocrites @Macys since u pull @realDonaldTrump merchandise from stores why dont u pull #racist #JAYZ CRAP #2FACEDLIBERALS #SemST,0,0,NA,NA,NA,stance
129,@marypatriott @steph93065 @RealJamesWoods why not feed these disgusting s.o.b to the Muslims they would love em. #SemST,0,0,NA,NA,NA,stance
130,@blackrepublican only if we stop allowing them 2 work & stop welfare they will self-deport #tcot #SemST,0,0,NA,NA,NA,stance
131,"#LGBT are evil monsters that want to ban being straight, molest children, and destroy the family structure! #SDCC #UFC189 #SemST",0,0,NA,NA,NA,stance
132,@realDonaldTrump keep it up Trump we love you #MakeAmericaGreatAgain #BoycottMacys #boycottnbc #SemST,1,0,NA,NA,NA,stance
133,IF Trump could build the WALL it would provide jobs & also B a tourist attraction & pay 4 itself LEGALS arent the ones offended! #SemST,1,0,NA,NA,NA,stance
134,@johnkerry @statedept Nude pic of you and Brian Williams on your desk!  MY EYES MY EYES #SemST,0,0,NA,NA,NA,stance
135,".@robertthedeuce True, @Obama @MSNBCYourBiz @AlanColmes doesn't care, It's NOT their money. Wait-up Greece, We're coming. #SemST",0,0,NA,NA,NA,stance
136,Mexico sucks. What other conclusion is there for ppl to come here illegally?   #Mexico #SemST,0,0,NA,NA,NA,stance
137,"RT @BlissTabitha ""Never quite works out that way huh?  #GlobalWarming HOAX #MediaMalpractice #SemST",0,0,NA,NA,NA,stance
138,@Radiocop @DrLefever Low Info Voters are still clueless to the fundamental transformation Obama said he would inflict. #tcot #SemST,0,0,NA,NA,NA,stance
139,Mainstream media should not be giving Donald Trump airtime. Focus on real issues. #SemST,0,0,NA,NA,NA,stance
140,@TPM @realDonaldTrump this is what happens when you open your big mouth. You're out of luck for 2016 at this rate. #Univision #SemST,0,0,NA,NA,NA,stance
141,RT @AhmedtheBanker: Let's not forget @realDonaldTrump lost money running a casino. #SemST,0,0,NA,NA,NA,stance
142,Greece.... Bernie Sanders school of economics #greta #SemST,0,0,NA,NA,NA,stance
143,@JVER1 @tgradous @LVNancy  I blame her death on the @potus he is directly responsible. He is pathetic. If i were her dad.... #SemST,0,0,NA,NA,NA,stance
144,GOP candidate predictions? America decides to play the Trump card and go with the man with the plan. #SemST,1,0,NA,NA,NA,stance
145,I love how everyone thinks canceling @realDonaldTrump's ventures will do anything but hurt themselves. This man has my vote! #SemST,1,0,NA,NA,NA,stance
146,@RepTomEmmer Were you able to keep those riff raff constituents in line with RINO Headquarters --> @GOP invasion program? #SemST,0,0,NA,NA,NA,stance
147,@POTUS The whole light thing with the people's house was disgraceful.  #SemST,0,0,NA,NA,NA,stance
148,@marcorubio @GovernorPerry @GrahamBlog @McConnellPress Your silence is deafening. #TrumpIsRight #SecureTheBorder #illegalaliens #SemST,0,0,NA,NA,NA,stance
149,"@realDonaldTrump A man who isn't afraid to speak the truth is a man who I'll vote for! Take it home, Mr. Trump! #FuturePresident #SemST",1,0,NA,NA,NA,stance
150,@MoneyForLies #LOLZ Apparently you're unaware of history. What are you? Six? Or merely ignorant?  @TheDemocrats  @mmfa  #SemST,0,0,NA,NA,NA,stance
151,@thehill @greta @realDonaldTrump Now You Know The Left Is Afraid Of A Executive Over Politicians < Hang In There Donald #SemST,1,0,NA,NA,NA,stance
152,"Would seem to me, if we can ban the Confederate flag we can ban the burning or stomping on Old glory! But that is OK!    #SemST",0,0,NA,NA,NA,stance
153,Donald Trump needs to stop embarrassing himself. Racist assholes.... #SemST,0,0,NA,NA,NA,stance
154,"@realDonaldTrump is the only candidate who has in no way, shape or form been brainwashed by the pc police. #SemST",1,0,NA,NA,NA,stance
155,@realDonaldTrump You have the heart of a lion! Let's make America great again! #SemST,1,0,NA,NA,NA,stance
156,"LOOKS LIKE LIBREALS OUR AFTER @Paula_Deen AGAIN,,  THANK GOD FOR @realDonaldTrump #SemST",1,0,NA,NA,NA,stance
157,Serious question that came up at dinner--is @realDonaldTrump's craziness just signs of early-onset Alzheimer's? #SemST,0,0,NA,NA,NA,stance
158,@toddstarnes the plan is on paper & in pencil. Degrade = erase 1 letter at time destroy = throwing the paper away! #SemST,0,0,NA,NA,NA,stance
159,".@Ashlandgirl101 @Braveheart_USA Don't just say ""no"" to Killary - work tirelessly to put her in prison - where she belongs. #SemST",0,0,NA,NA,NA,stance
160,This country doesnt have victories any more.  When is the last time we beat china in trade? #talkcityclub #SemST,0,0,NA,NA,NA,stance
161,I wonder if Trump's campaign manager is still just drinking or have they moved on to harder stuff. #SemST,0,0,NA,NA,NA,stance
162,"Holy shit ,the @realDonaldTrump is one looney mother fucker.  He'll never make it to the first debate #sideshow #SemST",0,0,NA,NA,NA,stance
163,"@JimGaffigan No truth to the rumor that Trump said today ""Did I say Mexicans? I meant Bill Cosby."" #Cosby #SemST",0,0,NA,NA,NA,stance
164,Obama is Liberalism's false idol. Reject that P.O.S. #VoteOutRino's #BoycottMSNBC #VoteCruz #MichelleObamaIsAMan #SemST,0,0,NA,NA,NA,stance
165,I don't even recognize America anymore. #scary #SemST,0,0,NA,NA,NA,stance
166,"@realDonaldTrump You have a real shot at POTUS Mr. T, the debates will be the true litmus test. #SemST",1,0,NA,NA,NA,stance
167,@moonlightnstars @RichardFLopes @edmontalbans you're right and I didn't vote for Obonzo and not voting for #Hillary #SemST,0,0,NA,NA,NA,stance
168,I'm voting for Donald Trump this election #waitonit #SemST,1,0,NA,NA,NA,stance
169,Donald Trump is so crazy I'm scared if I was hanging with him he would think it would be okay to sell me back to slavery! #SemST,0,0,NA,NA,NA,stance
170,@GOP it's time you recognize @realDonaldTrump . This movement is real. #MakeAmericaGreatAgain #SemST,1,0,NA,NA,NA,stance
171,they legalized gay marriage???!!!  what's next?!?!? CRACK?!!!?  #SemST,0,0,NA,NA,NA,stance
172,"Be prepared - if we continue the policies of the liberal left, we will be #Greece - #SemST",0,0,NA,NA,NA,stance
173,AngryNIdaho: ScottGrafRadio THAT'S WHAT THEY WANT YOU TO BELIEVE! #lamestream #chemtrails #TYRANNY #staywoke #JadeHelm #SemST,0,0,NA,NA,NA,stance
174,"If there was such a thing as the ""American"" Hitler. Donald Trump would probably be that guy. #nationalism #SemST",0,0,NA,NA,NA,stance
175,@jackieaus @gerfingerpoken2 O hired by puppetmasters who put him in our WH w/coup to destroy America. #SemST,0,0,NA,NA,NA,stance
176,Great interview with @BobbyJindal tonight! I can vote for this guy! #Hannity #lnyhbt #SemST,1,0,NA,NA,NA,stance
177,Trump: Chicago is a great city. I love spending time in my building. #SemST,1,0,NA,NA,NA,stance
178,"It disgusts me how the White House can easily pass same sex marriage, but not marijuana at the same time. #WakeAndBake  #SemST",0,0,NA,NA,NA,stance
179,@realDonaldTrump @ReillyCarole So he can outsource all our manufacturing to Mexico and China like he does his line. #hypocrite #SemST,0,0,NA,NA,NA,stance
180,@RealJamesWoods @LoriBlaney My parents warned me to stay away from anyone offering free candy. NOTHING is ever free.  #SemST,0,0,NA,NA,NA,stance
181,The whole Latino community will not be voting for #SemST,0,0,NA,NA,NA,stance
182,Congrats to the @GOP for having @realDonaldTrump in first place amongst its 2016 candidates. #GOP2016 #Jeb2016 #walker2016 #SemST,1,0,NA,NA,NA,stance
183,@Lrihendry your just as ignorant as #SemST,0,0,NA,NA,NA,stance
184,"IRS + Hillary Both ""Lost"" Government Emails: This Situation is as Clear as Day - The #Obama Admin is Destroying Evidence! #SemST",0,0,NA,NA,NA,stance
185,"WE Love Mexicans,WE Respect your Work Ethic,Your Love of Family,Your Loyalty,Your FOOD &Your Love Of God! Lets ALL Get JOBS,VOTE #SemST",1,0,NA,NA,NA,stance
186,@CNNPolitics @Eugene_Scott  Careful Donald. Don't get carried away. #SemST,0,0,NA,NA,NA,stance
187,Liberal view of #Christianity: Interpret the Bible like the Constitution & keep religion at Church. #CCOT #TCOT #PJNET #NRA #SemST,0,0,NA,NA,NA,stance
188,@realDonaldTrump you're the man for the job #MakeAmericaGreatAgain #SemST,1,0,NA,NA,NA,stance
189,@MoveOn Go screw yourselves & take Killary with you! Bring your bully shit to Florida and see what happens! #boycottMoveOn  #SemST,0,0,NA,NA,NA,stance
190,"Notice @realDonaldTrump not saying anything on #CarlosSlim . Not so rich or tough now, huh? Yeah, forgot he's #Mexican huh  #SemST",0,0,NA,NA,NA,stance
191,"of the many @realDonaldTrump racist comments, this one takes the prize!  ""Laziness is a trait in blacks.""  #SemST",0,0,NA,NA,NA,stance
192,The Leftist Liberals are starting an internal war within America. #SemST,0,0,NA,NA,NA,stance
193,"There is still more to be done to make this country strong, powerful and great again. #TrumpCarson2016 #SemST",1,0,NA,NA,NA,stance
194,I admire how real and unapologetic Donald Trump is on his Political standpoints #SemST,1,0,NA,NA,NA,stance
195,"Silence is golden, yes, but when silence is all there is...it is way too loud! ~john tarter #tcot #SemST",0,0,NA,NA,NA,stance
196,I'll believe it when I see it. #BringBackOurUranium #SemST,0,0,NA,NA,NA,stance
197,@_George_Lopez__ says there may be enough AMERICAN Racists to Elect Trump as President. I think he's right. Take back America #SemST,0,0,NA,NA,NA,stance
198,"That 5-mile run yesterday? Yeah, we're feeling it this morning. #FeelTheBern #MoreCleverHashtags #SemST",0,0,NA,NA,NA,stance
199,Did anyone cut ties with Senator Lindsey Graham when he called all Iranians liars? NO.  #SemST,0,0,NA,NA,NA,stance
200,@realDonaldTrump we need a president who cannot be bought. #SemST,1,0,NA,NA,NA,stance
201,"Me: ""That asshole with the toupee was talking again and it was stressing me out""  Dad: ""Who?""  Mom: ""Donald Trump #SemST",0,0,NA,NA,NA,stance
202,@soxsher @Lrihendry @realDonaldTrump  Please make it right again! #SemST,1,0,NA,NA,NA,stance
203,Isis celebrates Islam with 3 terror attacks overseas. BO wants 2 disarm Americans so Isis can mow us down at will. #tcot #SemST,0,0,NA,NA,NA,stance
204,". @SenatorKitchen @nbc how deeply offensive such comments are not only to Mexican-Americans, but Latino Americans in general. #SemST",0,0,NA,NA,NA,stance
205,"@AC360 @barbarastarrcnn Erasing history will not cure the hatred heart, it only takes one person to stir the fires #CCOT #SemST",0,0,NA,NA,NA,stance
206,@realDonaldTrump Illegal Immigration is FINALLY on the agenda because of you! Thank you for speaking TRUTH! #SemST,1,0,NA,NA,NA,stance
207,"@Montel_Williams , ex 2bit talk show host, talking shit about @realDonaldTrump . Fuck off montel!! @cnn. #SemST",0,0,NA,NA,NA,stance
208,@realDonaldTrump I recommend @seanhannity as Sec of Defense and @marklevinshow as your new Atty General. #SemST,1,0,NA,NA,NA,stance
209,Sad day America...what is going on? #LNYHBT #SemST,0,0,NA,NA,NA,stance
210,I've come to the horrid conclusion that Conservatives just don't care what the Democrats do. #SemST,0,0,NA,NA,NA,stance
211,@QuiltingMuriel But I do agree about the excess speechifying and posturing and general nonsense. Hello #SemST,0,0,NA,NA,NA,stance
212,"#presidentialelection2016  Make plans to help your future now, so that later you don't regret it, again! Vote @realDonaldTrump #SemST",1,0,NA,NA,NA,stance
213,@PatDollard She is right on the money!!!!!  #SemST,1,0,NA,NA,NA,stance
214,@chevesligon @laurakfillault we have white newlywed mothers being shot by 5x deported illegals!! Cruz knows what is it! #SemST,0,0,NA,NA,NA,stance
215,"@mtngma @Crossbearer1956 @CarmineZozzora aren't they, though #SemST",0,0,NA,NA,NA,stance
