id,text,annotation,iteration,ka_mean,ka_lower,ka_upper,label
302,covid,48,0,NA,NA,NA,mii
112,Corona,48,0,NA,NA,NA,mii
368,Brexit,15,0,NA,NA,NA,mii
157,Brexit,15,0,NA,NA,NA,mii
258,Covid 19,48,0,NA,NA,NA,mii
447,The economy,26,0,NA,NA,NA,mii
267,ENERGY PRICE RISE,32,0,NA,NA,NA,mii
70,Cost of living crisis,32,0,NA,NA,NA,mii
193,Ecomomy,26,0,NA,NA,NA,mii
456,Economy,26,0,NA,NA,NA,mii
457,Climate Change,40,0,NA,NA,NA,mii
33,consequences of brexit/Russian aggression,15,0,NA,NA,NA,mii
473,Economy,26,0,NA,NA,NA,mii
31,Economic recovery,26,0,NA,NA,NA,mii
316,Climate change,40,0,NA,NA,NA,mii
84,Coronavirus,48,0,NA,NA,NA,mii
397,The cost of living,32,0,NA,NA,NA,mii
401,The economy,26,0,NA,NA,NA,mii
475,Covid,48,0,NA,NA,NA,mii
133,Covid,48,0,NA,NA,NA,mii
415,Covid,48,0,NA,NA,NA,mii
154,covid,48,0,NA,NA,NA,mii
24,Coronavirus,48,0,NA,NA,NA,mii
458,costs of living,32,0,NA,NA,NA,mii
209,Immigrants,12,0,NA,NA,NA,mii
278,Affordability,32,0,NA,NA,NA,mii
287,covie vir 19,48,0,NA,NA,NA,mii
140,Covid,48,0,NA,NA,NA,mii
87,Economy,26,0,NA,NA,NA,mii
165,Cost of living,32,0,NA,NA,NA,mii
341,economy,26,0,NA,NA,NA,mii
3,cost of living energy prices,32,0,NA,NA,NA,mii
314,covid,48,0,NA,NA,NA,mii
279,Covid,48,0,NA,NA,NA,mii
123,Covid,48,0,NA,NA,NA,mii
328,covid 19,48,0,NA,NA,NA,mii
366,Cost of living crisis,32,0,NA,NA,NA,mii
69,ECONOMY RISING PRICES,32,0,NA,NA,NA,mii
360,Covid,48,0,NA,NA,NA,mii
158,rising prices,32,0,NA,NA,NA,mii
423,Energy costs,32,0,NA,NA,NA,mii
376,Cost of living,32,0,NA,NA,NA,mii
403,C0vid,48,0,NA,NA,NA,mii
75,Cost of living,32,0,NA,NA,NA,mii
119,covid,48,0,NA,NA,NA,mii
215,Covid,48,0,NA,NA,NA,mii
370,Covid,48,0,NA,NA,NA,mii
392,Price of oil,32,0,NA,NA,NA,mii
198,The rising cost of living,32,0,NA,NA,NA,mii
344,Covid19,48,0,NA,NA,NA,mii
28,Covid,48,0,NA,NA,NA,mii
236,Cost of living,32,0,NA,NA,NA,mii
455,Covid,48,0,NA,NA,NA,mii
442,Cost of living,32,0,NA,NA,NA,mii
311,Corona virus,48,0,NA,NA,NA,mii
269,Covid pandemic,48,0,NA,NA,NA,mii
7,Covid,48,0,NA,NA,NA,mii
482,The continuing negative effects from brexit,15,0,NA,NA,NA,mii
396,Covid 19,48,0,NA,NA,NA,mii
253,Climate Change,40,0,NA,NA,NA,mii
212,the economy,26,0,NA,NA,NA,mii
381,Covid,48,0,NA,NA,NA,mii
296,Covid pandemic,48,0,NA,NA,NA,mii
263,recovering from covid,48,0,NA,NA,NA,mii
233,Price rises,32,0,NA,NA,NA,mii
408,Covid,48,0,NA,NA,NA,mii
283,covid,48,0,NA,NA,NA,mii
329,Covid 19,48,0,NA,NA,NA,mii
337,Economy & cost of living,32,0,NA,NA,NA,mii
204,the Covid vaccinations,48,0,NA,NA,NA,mii
17,Cost of living.,32,0,NA,NA,NA,mii
16,Energy prices,32,0,NA,NA,NA,mii
108,Economy,26,0,NA,NA,NA,mii
51,Covid,48,0,NA,NA,NA,mii
68,Cost of living and paying bills,32,0,NA,NA,NA,mii
355,Economy,26,0,NA,NA,NA,mii
195,THE ECONOMY,26,0,NA,NA,NA,mii
492,COVID-19,48,0,NA,NA,NA,mii
248,Covid,48,0,NA,NA,NA,mii
181,Covid-19,48,0,NA,NA,NA,mii
230,Climate change,40,0,NA,NA,NA,mii
272,Coronavirus,48,0,NA,NA,NA,mii
227,Covid,48,0,NA,NA,NA,mii
146,economy,26,0,NA,NA,NA,mii
336,Economy,26,0,NA,NA,NA,mii
247,health - fighting the Corona virus,48,0,NA,NA,NA,mii
480,Economic Loss due to Brexit,15,0,NA,NA,NA,mii
192,Brexit,15,0,NA,NA,NA,mii
323,Covid-19,48,0,NA,NA,NA,mii
244,Covid,48,0,NA,NA,NA,mii
190,immigration,12,0,NA,NA,NA,mii
453,Covid 19,48,0,NA,NA,NA,mii
321,Coronavirus,48,0,NA,NA,NA,mii
387,Economy,26,0,NA,NA,NA,mii
134,COVID,48,0,NA,NA,NA,mii
414,COVID,48,0,NA,NA,NA,mii
493,Covid-19,48,0,NA,NA,NA,mii
280,Climate change,40,0,NA,NA,NA,mii
286,The economy,26,0,NA,NA,NA,mii
419,The economy,26,0,NA,NA,NA,mii
284,Covid,48,0,NA,NA,NA,mii
156,Climate change,40,0,NA,NA,NA,mii
377,cost of living,32,0,NA,NA,NA,mii
219,Cost of living crisis,32,0,NA,NA,NA,mii
418,Covid 19,48,0,NA,NA,NA,mii
127,covid,48,0,NA,NA,NA,mii
498,Covid,48,0,NA,NA,NA,mii
270,Coronavirus,48,0,NA,NA,NA,mii
132,COVID-19,48,0,NA,NA,NA,mii
72,covid,48,0,NA,NA,NA,mii
343,Economy,26,0,NA,NA,NA,mii
268,Covid-19,48,0,NA,NA,NA,mii
470,economy,26,0,NA,NA,NA,mii
81,Economy,26,0,NA,NA,NA,mii
276,Cost of Living increases,32,0,NA,NA,NA,mii
173,Covid,48,0,NA,NA,NA,mii
235,Covid,48,0,NA,NA,NA,mii
5,Economy,26,0,NA,NA,NA,mii
155,Covid,48,0,NA,NA,NA,mii
292,Covid,48,0,NA,NA,NA,mii
115,Economy,26,0,NA,NA,NA,mii
216,COVID,48,0,NA,NA,NA,mii
290,Covid,48,0,NA,NA,NA,mii
143,covid,48,0,NA,NA,NA,mii
34,covid,48,0,NA,NA,NA,mii
48,Covid,48,0,NA,NA,NA,mii
207,Pandemic,48,0,NA,NA,NA,mii
38,Economy,26,0,NA,NA,NA,mii
449,Covid,48,0,NA,NA,NA,mii
338,Illegal immigration,12,0,NA,NA,NA,mii
435,economy,26,0,NA,NA,NA,mii
300,Covid,48,0,NA,NA,NA,mii
495,Climate change,40,0,NA,NA,NA,mii
65,omnicrom virus,48,0,NA,NA,NA,mii
41,Covid,48,0,NA,NA,NA,mii
412,The various consequences of the virus,48,0,NA,NA,NA,mii
285,Cost of living,32,0,NA,NA,NA,mii
144,climate change,40,0,NA,NA,NA,mii
438,Covid,48,0,NA,NA,NA,mii
52,COVID,48,0,NA,NA,NA,mii
252,Economy,26,0,NA,NA,NA,mii
307,Covid,48,0,NA,NA,NA,mii
373,covid,48,0,NA,NA,NA,mii
310,Economy,26,0,NA,NA,NA,mii
131,Covid,48,0,NA,NA,NA,mii
107,Covid,48,0,NA,NA,NA,mii
8,Coronarvius,48,0,NA,NA,NA,mii
148,Covid,48,0,NA,NA,NA,mii
220,covid,48,0,NA,NA,NA,mii
147,Brexit,15,0,NA,NA,NA,mii
49,illegal immigration,12,0,NA,NA,NA,mii
102,covid,48,0,NA,NA,NA,mii
256,Economy,26,0,NA,NA,NA,mii
451,brexit,15,0,NA,NA,NA,mii
79,Covid,48,0,NA,NA,NA,mii
98,immigration,12,0,NA,NA,NA,mii
490,Cost of living,32,0,NA,NA,NA,mii
57,COVID 19,48,0,NA,NA,NA,mii
422,covid,48,0,NA,NA,NA,mii
421,Migration across the English Channel,12,0,NA,NA,NA,mii
335,economic recovery,26,0,NA,NA,NA,mii
121,The pandemic,48,0,NA,NA,NA,mii
319,covid,48,0,NA,NA,NA,mii
384,Illegal immigrants,12,0,NA,NA,NA,mii
42,Pandemic,48,0,NA,NA,NA,mii
357,economy,26,0,NA,NA,NA,mii
448,Covid-19,48,0,NA,NA,NA,mii
416,Climate change,40,0,NA,NA,NA,mii
340,imigration,12,0,NA,NA,NA,mii
180,Coronavirus,48,0,NA,NA,NA,mii
208,Household bills,32,0,NA,NA,NA,mii
149,Covid19,48,0,NA,NA,NA,mii
259,Covid-19,48,0,NA,NA,NA,mii
9,Covid,48,0,NA,NA,NA,mii
124,Covid,48,0,NA,NA,NA,mii
188,COVID,48,0,NA,NA,NA,mii
478,Covid,48,0,NA,NA,NA,mii
129,Global warming / Climate change,40,0,NA,NA,NA,mii
266,Cost of living,32,0,NA,NA,NA,mii
22,Coronavirus,48,0,NA,NA,NA,mii
243,Pandemic,48,0,NA,NA,NA,mii
184,"Rising prices in electricity, petrol etc",32,0,NA,NA,NA,mii
317,cost of living,32,0,NA,NA,NA,mii
241,Covid-19,48,0,NA,NA,NA,mii
417,COVID-19,48,0,NA,NA,NA,mii
469,the cost of living,32,0,NA,NA,NA,mii
238,Covid 19 and the variants,48,0,NA,NA,NA,mii
88,Cost of living,32,0,NA,NA,NA,mii
40,Climate change,40,0,NA,NA,NA,mii
407,Brexit,15,0,NA,NA,NA,mii
371,Rising prices for living,32,0,NA,NA,NA,mii
92,Cost of living,32,0,NA,NA,NA,mii
325,coronavirus,48,0,NA,NA,NA,mii
260,Climate change,40,0,NA,NA,NA,mii
89,Economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
370,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
75,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
258,Covid 19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
161,Imigrants,12,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
357,economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
26,Covid 19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
368,Brexit,15,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
288,Cost of living rise,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
192,Brexit,15,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
151,COVID,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
278,Affordability,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
131,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
274,Economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
247,health - fighting the Corona virus,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
460,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
230,Climate change,40,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
24,Coronavirus,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
198,The rising cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
129,Global warming / Climate change,40,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
22,Coronavirus,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
189,coronoa virus,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
401,The economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
153,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
227,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
107,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
415,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
33,consequences of brexit/Russian aggression,15,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
63,the economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
280,Climate change,40,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
178,Climate change,40,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
158,rising prices,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
493,Covid-19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
481,Economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
208,Household bills,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
384,Illegal immigrants,12,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
290,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
361,Food and heating,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
435,economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
475,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
262,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
315,price increases,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
490,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
77,The economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
358,Coronovirus,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
251,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
488,Covid 19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
217,Lockdown,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
148,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
209,Immigrants,12,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
391,cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
438,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
79,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
356,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
109,covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
221,Economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
59,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
68,Cost of living and paying bills,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
87,Economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
410,immigration,12,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
62,Economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
363,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
442,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
463,covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
39,Brexit.,15,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
380,cost of living going up,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
65,omnicrom virus,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
88,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
343,Economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
142,COVID pandemic,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
295,Covid-19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
157,Brexit,15,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
254,The costs of covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
367,Covid 19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
310,Economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
447,The economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
450,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
284,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
372,illegal immigration,12,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
425,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
155,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
72,covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
386,Economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
349,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541,mii
