id,text,annotation,iteration,ka_mean,ka_lower,ka_upper,label,run_count,cumulative_ka_mean,cumulative_ka_lower,cumulative_ka_upper,adjacent_reference_iteration,adjacent_ka_mean,adjacent_ka_lower,adjacent_ka_upper
385,Covid 19,48,0,,,,mii,1,,,,,,,
212,the economy,26,0,,,,mii,1,,,,,,,
483,coronavirus,48,0,,,,mii,1,,,,,,,
127,covid,48,0,,,,mii,1,,,,,,,
296,Covid pandemic,48,0,,,,mii,1,,,,,,,
298,Economy,26,0,,,,mii,1,,,,,,,
269,Covid pandemic,48,0,,,,mii,1,,,,,,,
384,Illegal immigrants,12,0,,,,mii,1,,,,,,,
388,covid,48,0,,,,mii,1,,,,,,,
171,covid,48,0,,,,mii,1,,,,,,,
179,the new covid,48,0,,,,mii,1,,,,,,,
377,cost of living,32,0,,,,mii,1,,,,,,,
357,economy,26,0,,,,mii,1,,,,,,,
33,consequences of brexit/Russian aggression,15,0,,,,mii,1,,,,,,,
403,C0vid,48,0,,,,mii,1,,,,,,,
150,Covid-19,48,0,,,,mii,1,,,,,,,
421,Migration across the English Channel,12,0,,,,mii,1,,,,,,,
120,The EU,15,0,,,,mii,1,,,,,,,
135,Coronavirus,48,0,,,,mii,1,,,,,,,
26,Covid 19,48,0,,,,mii,1,,,,,,,
353,COVID,48,0,,,,mii,1,,,,,,,
14,Covid,48,0,,,,mii,1,,,,,,,
199,Energy prices,32,0,,,,mii,1,,,,,,,
329,Covid 19,48,0,,,,mii,1,,,,,,,
363,Covid,48,0,,,,mii,1,,,,,,,
293,covid,48,0,,,,mii,1,,,,,,,
23,illegal migrants,12,0,,,,mii,1,,,,,,,
104,Corona virus,48,0,,,,mii,1,,,,,,,
98,immigration,12,0,,,,mii,1,,,,,,,
155,Covid,48,0,,,,mii,1,,,,,,,
375,Pandemic,48,0,,,,mii,1,,,,,,,
392,Price of oil,32,0,,,,mii,1,,,,,,,
270,Coronavirus,48,0,,,,mii,1,,,,,,,
6,Covid 19,48,0,,,,mii,1,,,,,,,
27,Financial situations,32,0,,,,mii,1,,,,,,,
371,Rising prices for living,32,0,,,,mii,1,,,,,,,
302,covid,48,0,,,,mii,1,,,,,,,
208,Household bills,32,0,,,,mii,1,,,,,,,
489,Covid 19 Omicron variant,48,0,,,,mii,1,,,,,,,
283,covid,48,0,,,,mii,1,,,,,,,
327,Covid,48,0,,,,mii,1,,,,,,,
145,Covid,48,0,,,,mii,1,,,,,,,
117,coronavirus,48,0,,,,mii,1,,,,,,,
497,Climate change,40,0,,,,mii,1,,,,,,,
143,covid,48,0,,,,mii,1,,,,,,,
94,Covid,48,0,,,,mii,1,,,,,,,
157,Brexit,15,0,,,,mii,1,,,,,,,
67,Cost of living,32,0,,,,mii,1,,,,,,,
89,Economy,26,0,,,,mii,1,,,,,,,
338,Illegal immigration,12,0,,,,mii,1,,,,,,,
124,Covid,48,0,,,,mii,1,,,,,,,
207,Pandemic,48,0,,,,mii,1,,,,,,,
424,Covid,48,0,,,,mii,1,,,,,,,
277,Price increases,32,0,,,,mii,1,,,,,,,
19,Climate change,40,0,,,,mii,1,,,,,,,
380,cost of living going up,32,0,,,,mii,1,,,,,,,
446,migrants,12,0,,,,mii,1,,,,,,,
310,Economy,26,0,,,,mii,1,,,,,,,
86,economic recovery,26,0,,,,mii,1,,,,,,,
163,Brexit,15,0,,,,mii,1,,,,,,,
350,Covid,48,0,,,,mii,1,,,,,,,
464,Coronavirus,48,0,,,,mii,1,,,,,,,
97,Covid,48,0,,,,mii,1,,,,,,,
144,climate change,40,0,,,,mii,1,,,,,,,
147,Brexit,15,0,,,,mii,1,,,,,,,
468,Climate change,40,0,,,,mii,1,,,,,,,
324,Rising prices of food .fuel e.t.c,32,0,,,,mii,1,,,,,,,
314,covid,48,0,,,,mii,1,,,,,,,
334,cost of living,32,0,,,,mii,1,,,,,,,
3,cost of living energy prices,32,0,,,,mii,1,,,,,,,
390,Covid variant,48,0,,,,mii,1,,,,,,,
206,economy,26,0,,,,mii,1,,,,,,,
399,climate change,40,0,,,,mii,1,,,,,,,
170,covid,48,0,,,,mii,1,,,,,,,
235,Covid,48,0,,,,mii,1,,,,,,,
123,Covid,48,0,,,,mii,1,,,,,,,
405,Climate change,40,0,,,,mii,1,,,,,,,
361,Food and heating,32,0,,,,mii,1,,,,,,,
91,Covid,48,0,,,,mii,1,,,,,,,
17,Cost of living.,32,0,,,,mii,1,,,,,,,
445,Covid,48,0,,,,mii,1,,,,,,,
312,COVID,48,0,,,,mii,1,,,,,,,
457,Climate Change,40,0,,,,mii,1,,,,,,,
165,Cost of living,32,0,,,,mii,1,,,,,,,
339,Covid,48,0,,,,mii,1,,,,,,,
340,imigration,12,0,,,,mii,1,,,,,,,
103,Cost of living,32,0,,,,mii,1,,,,,,,
180,Coronavirus,48,0,,,,mii,1,,,,,,,
362,Covid 19,48,0,,,,mii,1,,,,,,,
412,The various consequences of the virus,48,0,,,,mii,1,,,,,,,
142,COVID pandemic,48,0,,,,mii,1,,,,,,,
12,Covid,48,0,,,,mii,1,,,,,,,
462,Relationship with the EU,15,0,,,,mii,1,,,,,,,
230,Climate change,40,0,,,,mii,1,,,,,,,
41,Covid,48,0,,,,mii,1,,,,,,,
407,Brexit,15,0,,,,mii,1,,,,,,,
273,Cost of fuel,32,0,,,,mii,1,,,,,,,
258,Covid 19,48,0,,,,mii,1,,,,,,,
319,covid,48,0,,,,mii,1,,,,,,,
111,Covid,48,0,,,,mii,1,,,,,,,
200,dealing with the pandemic,48,0,,,,mii,1,,,,,,,
452,Coronavirus,48,0,,,,mii,1,,,,,,,
84,Coronavirus,48,0,,,,mii,1,,,,,,,
366,Cost of living crisis,32,0,,,,mii,1,,,,,,,
59,Covid,48,0,,,,mii,1,,,,,,,
195,THE ECONOMY,26,0,,,,mii,1,,,,,,,
438,Covid,48,0,,,,mii,1,,,,,,,
214,Covid,48,0,,,,mii,1,,,,,,,
416,Climate change,40,0,,,,mii,1,,,,,,,
459,Corona virus,48,0,,,,mii,1,,,,,,,
116,The pandemic,48,0,,,,mii,1,,,,,,,
349,Cost of living,32,0,,,,mii,1,,,,,,,
259,Covid-19,48,0,,,,mii,1,,,,,,,
46,Cost of living crisis,32,0,,,,mii,1,,,,,,,
404,Cost of living,32,0,,,,mii,1,,,,,,,
248,Covid,48,0,,,,mii,1,,,,,,,
190,immigration,12,0,,,,mii,1,,,,,,,
435,economy,26,0,,,,mii,1,,,,,,,
311,Corona virus,48,0,,,,mii,1,,,,,,,
115,Economy,26,0,,,,mii,1,,,,,,,
101,Rising costs,32,0,,,,mii,1,,,,,,,
34,covid,48,0,,,,mii,1,,,,,,,
453,Covid 19,48,0,,,,mii,1,,,,,,,
122,Energy prices,32,0,,,,mii,1,,,,,,,
449,Covid,48,0,,,,mii,1,,,,,,,
158,rising prices,32,0,,,,mii,1,,,,,,,
167,Cost of living,32,0,,,,mii,1,,,,,,,
216,COVID,48,0,,,,mii,1,,,,,,,
287,covie vir 19,48,0,,,,mii,1,,,,,,,
24,Coronavirus,48,0,,,,mii,1,,,,,,,
267,ENERGY PRICE RISE,32,0,,,,mii,1,,,,,,,
370,Covid,48,0,,,,mii,1,,,,,,,
431,Economic,26,0,,,,mii,1,,,,,,,
53,Covid,48,0,,,,mii,1,,,,,,,
55,Cost of living,32,0,,,,mii,1,,,,,,,
243,Pandemic,48,0,,,,mii,1,,,,,,,
320,Energy prices,32,0,,,,mii,1,,,,,,,
291,the economy,26,0,,,,mii,1,,,,,,,
427,covid,48,0,,,,mii,1,,,,,,,
434,Covid,48,0,,,,mii,1,,,,,,,
358,Coronovirus,48,0,,,,mii,1,,,,,,,
476,Covid control,48,0,,,,mii,1,,,,,,,
90,Cost of living,32,0,,,,mii,1,,,,,,,
226,covid,48,0,,,,mii,1,,,,,,,
237,Cost of living,32,0,,,,mii,1,,,,,,,
279,Covid,48,0,,,,mii,1,,,,,,,
121,The pandemic,48,0,,,,mii,1,,,,,,,
204,the Covid vaccinations,48,0,,,,mii,1,,,,,,,
345,Coronavirus,48,0,,,,mii,1,,,,,,,
182,COVID 19,48,0,,,,mii,1,,,,,,,
85,COVID-19,48,0,,,,mii,1,,,,,,,
79,Covid,48,0,,,,mii,1,,,,,,,
217,Lockdown,48,0,,,,mii,1,,,,,,,
35,Brexit,15,0,,,,mii,1,,,,,,,
93,Covid,48,0,,,,mii,1,,,,,,,
398,Cost of living crisis,32,0,,,,mii,1,,,,,,,
482,The continuing negative effects from brexit,15,0,,,,mii,1,,,,,,,
341,economy,26,0,,,,mii,1,,,,,,,
409,COVID,48,0,,,,mii,1,,,,,,,
224,Climate change,40,0,,,,mii,1,,,,,,,
391,cost of living,32,0,,,,mii,1,,,,,,,
268,Covid-19,48,0,,,,mii,1,,,,,,,
418,Covid 19,48,0,,,,mii,1,,,,,,,
176,N.Ireland Protocol,15,0,,,,mii,1,,,,,,,
114,Cost of living,32,0,,,,mii,1,,,,,,,
471,The economy,26,0,,,,mii,1,,,,,,,
107,Covid,48,0,,,,mii,1,,,,,,,
9,Covid,48,0,,,,mii,1,,,,,,,
61,Cv19,48,0,,,,mii,1,,,,,,,
169,COVID,48,0,,,,mii,1,,,,,,,
447,The economy,26,0,,,,mii,1,,,,,,,
455,Covid,48,0,,,,mii,1,,,,,,,
36,Cost of living,32,0,,,,mii,1,,,,,,,
467,Covid,48,0,,,,mii,1,,,,,,,
184,"Rising prices in electricity, petrol etc",32,0,,,,mii,1,,,,,,,
186,Climate change,40,0,,,,mii,1,,,,,,,
262,Covid,48,0,,,,mii,1,,,,,,,
488,Covid 19,48,0,,,,mii,1,,,,,,,
480,Economic Loss due to Brexit,15,0,,,,mii,1,,,,,,,
328,covid 19,48,0,,,,mii,1,,,,,,,
373,covid,48,0,,,,mii,1,,,,,,,
183,Coronavirus,48,0,,,,mii,1,,,,,,,
228,covid 19,48,0,,,,mii,1,,,,,,,
275,covid,48,0,,,,mii,1,,,,,,,
432,Coronavirus,48,0,,,,mii,1,,,,,,,
198,The rising cost of living,32,0,,,,mii,1,,,,,,,
209,Immigrants,12,0,,,,mii,1,,,,,,,
325,coronavirus,48,0,,,,mii,1,,,,,,,
368,Brexit,15,0,,,,mii,1,,,,,,,
215,Covid,48,0,,,,mii,1,,,,,,,
280,Climate change,40,0,,,,mii,1,,,,,,,
307,Covid,48,0,,,,mii,1,,,,,,,
289,Cost of living,32,0,,,,mii,1,,,,,,,
372,illegal immigration,12,0,,,,mii,1,,,,,,,
201,covid,48,0,,,,mii,1,,,,,,,
236,Cost of living,32,0,,,,mii,1,,,,,,,
290,Covid,48,0,,,,mii,1,,,,,,,
4,The cost of living,32,0,,,,mii,1,,,,,,,
430,Covid,48,0,,,,mii,1,,,,,,,
108,Economy,26,0,,,,mii,1,,,,,,,
87,Economy,26,0,,,,mii,1,,,,,,,
83,Cost of living,32,0,,,,mii,1,,,,,,,
187,Covid,48,0,,,,mii,1,,,,,,,
178,Climate change,40,0,,,,mii,1,,,,,,,
331,Climate change,40,0,,,,mii,1,,,,,,,
458,costs of living,32,0,,,,mii,1,,,,,,,
219,Cost of living crisis,32,0,,,,mii,1,,,,,,,
164,corona virus,48,0,,,,mii,1,,,,,,,
477,Cost of living,32,0,,,,mii,1,,,,,,,
129,Global warming / Climate change,40,0,,,,mii,1,,,,,,,
39,Brexit.,15,0,,,,mii,1,,,,,,,
63,the economy,26,0,,,,mii,1,,,,,,,
448,Covid-19,48,0,,,,mii,1,,,,,,,
496,pandemic,48,0,,,,mii,1,,,,,,,
333,Covid,48,0,,,,mii,1,,,,,,,
286,The economy,26,0,,,,mii,1,,,,,,,
246,Cost of living,32,0,,,,mii,1,,,,,,,
244,Covid,48,0,,,,mii,1,,,,,,,
113,Economy,26,0,,,,mii,1,,,,,,,
351,COVD19,48,0,,,,mii,1,,,,,,,
250,Climate change,40,0,,,,mii,1,,,,,,,
193,Ecomomy,26,0,,,,mii,1,,,,,,,
152,Recovery from covid,48,0,,,,mii,1,,,,,,,
330,Cost of living,32,0,,,,mii,1,,,,,,,
423,Energy costs,32,0,,,,mii,1,,,,,,,
65,omnicrom virus,48,0,,,,mii,1,,,,,,,
264,Cost of living,32,0,,,,mii,1,,,,,,,
379,Covid,48,0,,,,mii,1,,,,,,,
42,Pandemic,48,0,,,,mii,1,,,,,,,
494,The Brexit deal,15,0,,,,mii,1,,,,,,,
456,Economy,26,0,,,,mii,1,,,,,,,
56,Covid,48,0,,,,mii,1,,,,,,,
156,Climate change,40,0,,,,mii,1,,,,,,,
401,The economy,26,0,,,,mii,1,,,,,,,
132,COVID-19,48,0,,,,mii,1,,,,,,,
260,Climate change,40,0,,,,mii,1,,,,,,,
359,COVID,48,0,,,,mii,1,,,,,,,
47,Climate change,40,0,,,,mii,1,,,,,,,
254,The costs of covid,48,0,,,,mii,1,,,,,,,
367,Covid 19,48,0,,,,mii,1,,,,,,,
284,Covid,48,0,,,,mii,1,,,,,,,
68,Cost of living and paying bills,32,0,,,,mii,1,,,,,,,
18,Covid-19,48,0,,,,mii,1,,,,,,,
285,Cost of living,32,0,,,,mii,1,,,,,,,
181,Covid-19,48,0,,,,mii,1,,,,,,,
52,COVID,48,0,,,,mii,1,,,,,,,
125,Cost of living,32,0,,,,mii,1,,,,,,,
408,Covid,48,0,,,,mii,1,,,,,,,
415,Covid,48,0,,,,mii,1,,,,,,,
485,covid,48,0,,,,mii,1,,,,,,,
278,Affordability,32,0,,,,mii,1,,,,,,,
429,Economy,26,0,,,,mii,1,,,,,,,
134,COVID,48,0,,,,mii,1,,,,,,,
352,The economy,26,0,,,,mii,1,,,,,,,
376,Cost of living,32,0,,,,mii,1,,,,,,,
32,eradicating Covid,48,0,,,,mii,1,,,,,,,
473,Economy,26,0,,,,mii,1,,,,,,,
72,covid,48,0,,,,mii,1,,,,,,,
242,Economy,26,0,,,,mii,1,,,,,,,
222,finanaces,26,0,,,,mii,1,,,,,,,
463,covid,48,0,,,,mii,1,,,,,,,
499,covid restrictions,48,0,,,,mii,1,,,,,,,
381,Covid,48,0,,,,mii,1,,,,,,,
303,immigrants crossing the English Channel,12,0,,,,mii,1,,,,,,,
343,Economy,26,0,,,,mii,1,,,,,,,
253,Climate Change,40,0,,,,mii,1,,,,,,,
425,Cost of living,32,0,,,,mii,1,,,,,,,
16,Energy prices,32,0,,,,mii,1,,,,,,,
168,Covid,48,0,,,,mii,1,,,,,,,
140,Covid,48,0,,,,mii,1,,,,,,,
397,The cost of living,32,0,,,,mii,1,,,,,,,
460,Covid,48,0,,,,mii,1,,,,,,,
295,Covid-19,48,0,,,,mii,1,,,,,,,
300,Covid,48,0,,,,mii,1,,,,,,,
266,Cost of living,32,0,,,,mii,1,,,,,,,
28,Covid,48,0,,,,mii,1,,,,,,,
92,Cost of living,32,0,,,,mii,1,,,,,,,
229,Cost of living crisis,32,0,,,,mii,1,,,,,,,
161,Imigrants,12,0,,,,mii,1,,,,,,,
498,Covid,48,0,,,,mii,1,,,,,,,
188,COVID,48,0,,,,mii,1,,,,,,,
175,Coronavirus,48,0,,,,mii,1,,,,,,,
10,Covid,48,0,,,,mii,1,,,,,,,
185,Covid,48,0,,,,mii,1,,,,,,,
442,Cost of living,32,0,,,,mii,1,,,,,,,
348,Economy,26,0,,,,mii,1,,,,,,,
474,Economic recovery,26,0,,,,mii,1,,,,,,,
110,Covid 19,48,0,,,,mii,1,,,,,,,
128,Covid,48,0,,,,mii,1,,,,,,,
332,COVID Issues,48,0,,,,mii,1,,,,,,,
365,Covid,48,0,,,,mii,1,,,,,,,
495,Climate change,40,0,,,,mii,1,,,,,,,
355,Economy,26,0,,,,mii,1,,,,,,,
11,Covid-19,48,0,,,,mii,1,,,,,,,
492,COVID-19,48,0,,,,mii,1,,,,,,,
317,cost of living,32,0,,,,mii,1,,,,,,,
309,covid,48,0,,,,mii,1,,,,,,,
119,covid,48,0,,,,mii,1,,,,,,,
54,Rising energy costs.,32,0,,,,mii,1,,,,,,,
232,Climate Change,40,0,,,,mii,1,,,,,,,
318,Brexit,15,0,,,,mii,1,,,,,,,
417,COVID-19,48,0,,,,mii,1,,,,,,,
354,Economy,26,0,,,,mii,1,,,,,,,
276,Cost of Living increases,32,0,,,,mii,1,,,,,,,
313,Covid,48,0,,,,mii,1,,,,,,,
88,Cost of living,32,0,,,,mii,1,,,,,,,
450,Covid,48,0,,,,mii,1,,,,,,,
326,Covid,48,0,,,,mii,1,,,,,,,
105,The cost of living crisis,32,0,,,,mii,1,,,,,,,
62,Economy,26,0,,,,mii,1,,,,,,,
470,economy,26,0,,,,mii,1,,,,,,,
261,covid,48,0,,,,mii,1,,,,,,,
356,Cost of living,32,0,,,,mii,1,,,,,,,
51,Covid,48,0,,,,mii,1,,,,,,,
99,Climate change,40,0,,,,mii,1,,,,,,,
70,Cost of living crisis,32,0,,,,mii,1,,,,,,,
197,Covid,48,0,,,,mii,1,,,,,,,
189,coronoa virus,48,0,,,,mii,1,,,,,,,
154,covid,48,0,,,,mii,1,,,,,,,
247,health - fighting the Corona virus,48,0,,,,mii,1,,,,,,,
149,Covid19,48,0,,,,mii,1,,,,,,,
172,Brexit,15,0,,,,mii,1,,,,,,,
77,The economy,26,0,,,,mii,1,,,,,,,
308,covid,48,0,,,,mii,1,,,,,,,
126,Covid,48,0,,,,mii,1,,,,,,,
337,Economy & cost of living,32,0,,,,mii,1,,,,,,,
109,covid,48,0,,,,mii,1,,,,,,,
444,COVID,48,0,,,,mii,1,,,,,,,
255,Pandemic,48,0,,,,mii,1,,,,,,,
205,Covid,48,0,,,,mii,1,,,,,,,
20,Pandemic,48,0,,,,mii,1,,,,,,,
265,Economy,26,0,,,,mii,1,,,,,,,
321,Coronavirus,48,0,,,,mii,1,,,,,,,
478,Covid,48,0,,,,mii,1,,,,,,,
297,the economy,26,0,,,,mii,1,,,,,,,
323,Covid-19,48,0,,,,mii,1,,,,,,,
75,Cost of living,32,0,,,,mii,1,,,,,,,
410,immigration,12,0,,,,mii,1,,,,,,,
69,ECONOMY RISING PRICES,32,0,,,,mii,1,,,,,,,
256,Economy,26,0,,,,mii,1,,,,,,,
0,Covid,48,0,,,,mii,1,,,,,,,
487,Covid,48,0,,,,mii,1,,,,,,,
347,Cost of living,32,0,,,,mii,1,,,,,,,
131,Covid,48,0,,,,mii,1,,,,,,,
58,Covid,48,0,,,,mii,1,,,,,,,
422,covid,48,0,,,,mii,1,,,,,,,
386,Economy,26,0,,,,mii,1,,,,,,,
194,Covid,48,0,,,,mii,1,,,,,,,
218,Covid_19,48,0,,,,mii,1,,,,,,,
66,The economy,26,0,,,,mii,1,,,,,,,
292,Covid,48,0,,,,mii,1,,,,,,,
151,COVID,48,0,,,,mii,1,,,,,,,
44,Covid,48,0,,,,mii,1,,,,,,,
136,covid,48,0,,,,mii,1,,,,,,,
38,Economy,26,0,,,,mii,1,,,,,,,
223,Cost of Energy,32,0,,,,mii,1,,,,,,,
133,Covid,48,0,,,,mii,1,,,,,,,
389,Covid 19,48,0,,,,mii,1,,,,,,,
81,Economy,26,0,,,,mii,1,,,,,,,
202,Recovery from pandemic,48,0,,,,mii,1,,,,,,,
436,covid 19,48,0,,,,mii,1,,,,,,,
249,Climate change,40,0,,,,mii,1,,,,,,,
241,Covid-19,48,0,,,,mii,1,,,,,,,
282,Covid,48,0,,,,mii,1,,,,,,,
263,recovering from covid,48,0,,,,mii,1,,,,,,,
336,Economy,26,0,,,,mii,1,,,,,,,
139,Covid 19,48,0,,,,mii,1,,,,,,,
322,COVID-19,48,0,,,,mii,1,,,,,,,
360,Covid,48,0,,,,mii,1,,,,,,,
245,Rising cost of living,32,0,,,,mii,1,,,,,,,
420,COVID 19,48,0,,,,mii,1,,,,,,,
372,illegal immigration,12,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
426,COVID-19,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
133,Covid,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
164,corona virus,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
107,Covid,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
199,Energy prices,32,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
181,Covid-19,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
299,Border Control,12,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
221,Economy,26,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
73,Covid 19,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
227,Covid,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
245,Rising cost of living,32,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
480,Economic Loss due to Brexit,15,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
350,Covid,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
25,Covid-19,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
149,Covid19,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
170,covid,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
274,Economy,26,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
348,Economy,26,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
217,Lockdown,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
90,Cost of living,32,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
220,covid,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
130,Coping with Brexit,15,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
225,The Environment,40,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
123,Covid,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
326,Covid,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
85,COVID-19,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
252,Economy,26,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
394,COVID 19,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
18,Covid-19,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
272,Coronavirus,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
243,Pandemic,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
373,covid,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
24,Coronavirus,48,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
222,finanaces,26,1,1.0,1.0,1.0,mii,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0
