id,text,annotation,iteration,ka_mean,ka_lower,ka_upper
175,Our prime minister,"5 - Partisan-neg i.e., complaints about a party or politician",0,,,
176,Cost of Living increases,32,0,,,
177,Inaction on climate change,40 Environment,0,,,
178,Covid,48,0,,,
179,NHS,1,0,,,
180,Covid,48,0,,,
181,COVID 19,48 (Coronavirus),0,,,
182,covid 19,48,0,,,
183,Boris Johnson,5,0,,,
184,Migration across the English Channel,12 for Immigration,0,,,
185,Covid,48,0,,,
186,Global warming,40 Environment,0,,,
187,Covid-19,48,0,,,
188,Covid,48,0,,,
189,Immigration,12,0,,,
190,covid,48,0,,,
191,The economy.,26,0,,,
192,Covid,48,0,,,
193,Climate change,40 Environment,0,,,
194,Covid,48,0,,,
195,Coronavirus,48,0,,,
196,Cost of living,32,0,,,
197,economy,26,0,,,
198,Knife crime,14 Crime,0,,,
199,Brexit,15,0,,,
200,Economy,26,0,,,
201,brexit,15,0,,,
202,Coronavirus,48,0,,,
203,Cost of living,32,0,,,
204,covid,48,0,,,
205,Cost of living,32,0,,,
206,Corona virus,48,0,,,
207,Climate change,40 Environment,0,,,
208,Climate change,40 Environment,0,,,
209,Covid,48,0,,,
210,Covid 19,48,0,,,
211,COVID 19,48,0,,,
212,Inflation,31,0,,,
213,Government unfit for purpose,"4 - Pol-neg i.e., complaints about politics",0,,,
214,Cost of living and paying bills,32 - Living costs,0,,,
215,Cost of living,32,0,,,
216,Covid,48,0,,,
217,Brexit,15,0,,,
218,Economic fallout from Brexit,15,0,,,
219,economy,26,0,,,
220,Cost of living,32,0,,,
221,Cost of living,32,0,,,
222,Covid 19,48,0,,,
223,Climate change,40 Environment,0,,,
224,Economic decline due to Brexit,15,0,,,
225,Covid,48,0,,,
226,Inflation and cost of living,"31 for Inflation, 32 for Living costs",0,,,
227,Covid 19,48,0,,,
228,Government leadership,5,0,,,
229,Covid,48,0,,,
230,Coronavirus,48,0,,,
231,Covid 19,48,0,,,
232,brexit,15,0,,,
233,the economy,26,0,,,
234,Imigrants,12 for Immigration,0,,,
235,The coronavirus pandemic,48,0,,,
236,Economy,26,0,,,
237,COVID-19,48,0,,,
238,Covid,48,0,,,
239,Getting the Tories out,"5 - Partisan-neg i.e., complaints about a party or politician",0,,,
240,Illegal immigration,12,0,,,
241,Economy,26,0,,,
242,Peace,22 - War,0,,,
243,eradicating Covid,48,0,,,
244,Cost of living,32,0,,,
245,Rising costs,32 for Living costs,0,,,
246,Economic state of the country,26 for Economy-general,0,,,
247,covid,48,0,,,
248,Gas and electric price rise,32 for Living costs,0,,,
249,Inflation regarding ability to survive,31,0,,,
250,Health,1,0,,,
251,the economy,26,0,,,
252,Cost of living crisis,32 for Living costs,0,,,
253,Covid-19,48,0,,,
254,Economy,26,0,,,
255,economy,26,0,,,
256,covid,48,0,,,
257,Covid 19,48,0,,,
258,Covid,48,0,,,
259,Economy,26,0,,,
260,environment,40,0,,,
261,Covid,48,0,,,
262,Poor justice system,14 - Crime,0,,,
263,Immigration,12,0,,,
264,Economy,26,0,,,
265,covid,48,0,,,
266,Brexit,15,0,,,
267,Covid_19,48,0,,,
268,Covid,48,0,,,
269,the economy,26,0,,,
270,NHS waiting lists,1,0,,,
271,The economy and cost of living,"32 for Living costs, 26 for Economy-general",0,,,
272,Covid-19,48,0,,,
273,economy,26,0,,,
274,Covid,48,0,,,
275,COVID 19,48 (Coronavirus),0,,,
276,Covid,48,0,,,
277,Covid,48,0,,,
278,cost of living,32,0,,,
279,It's government. Or lack of,"4 - Pol-neg i.e., complaints about politics",0,,,
280,To many immigrants living in uk,12 for Immigration,0,,,
281,coronavirus,48,0,,,
282,the Covid vaccinations,48 for Coronavirus,0,,,
283,Covid,48,0,,,
284,NHS,1,0,,,
285,Covid 19,48,0,,,
286,The corrupt government,"4 - Pol-neg i.e., complaints about politics",0,,,
287,Immigrants,12,0,,,
288,Covid,48,0,,,
289,Economy,26,0,,,
290,uk government corruption,"4 - Pol-neg i.e., complaints about politics",0,,,
291,Economy,26,0,,,
292,Coronavirus,48,0,,,
293,Covid,48,0,,,
294,Immigration,12,0,,,
295,Energy prices,32 for Living costs,0,,,
296,Covid,48,0,,,
297,Immigration,12,0,,,
298,Overpopulation,40 Environment,0,,,
299,Brexit,15,0,,,
300,Economy,26,0,,,
301,Covid 19,48,0,,,
302,Inflation,31,0,,,
303,Price increases,31 for Inflation,0,,,
304,rising prices,31 for Inflation,0,,,
305,Covid,48,0,,,
306,Covid 19,48,0,,,
307,Conservative Government,"5 for Partisan-neg i.e., complaints about a party or politician",0,,,
308,Covid,48,0,,,
309,Migrants,12 for Immigration,0,,,
310,Covid,48,0,,,
311,Control of the pandemic,48 - Coronavirus,0,,,
312,Covid,48,0,,,
313,covid 19,48,0,,,
314,Covid,48,0,,,
315,Ecomomy,26,0,,,
316,COVID,48,0,,,
317,N H S,1,0,,,
318,Cost of living,32,0,,,
319,COVID,48,0,,,
320,Covid,48,0,,,
321,Energy costs,32 for Living costs,0,,,
322,Covid,48,0,,,
323,inflation,31,0,,,
324,Covid-19,48,0,,,
325,covid,48,0,,,
326,Economy,26,0,,,
327,covid,48,0,,,
328,Cost of living,32,0,,,
329,Rise in cost of living,32 for Living costs,0,,,
330,cost of living,32 for Living costs,0,,,
331,Civid,48 - Coronavirus,0,,,
332,The economy,26,0,,,
333,Inflation,31,0,,,
334,Cost of living,32,0,,,
335,economy,26,0,,,
336,world instability initiated by Russia,22 for War,0,,,
337,brexit,15,0,,,
338,covid,48,0,,,
339,COVID,48,0,,,
340,Covid,48,0,,,
341,The costs of covid,48,0,,,
342,COVID,48,0,,,
343,cost of living,32,0,,,
344,Coronavirus,48,0,,,
345,Corruption in government,"4 - Pol-neg i.e., complaints about politics",0,,,
346,Covid,48,0,,,
347,Immigration,12,0,,,
348,idiots running the country,"4 - Pol-neg i.e., complaints about politics",0,,,
349,Economy,26,0,,,
350,Economy,26,0,,,
351,Environmental,40 - Environment,0,,,
352,Coronavirus,48,0,,,
353,Covid,48,0,,,
354,Climate change,40 Environment,0,,,
355,Pandemic,48,0,,,
356,Covid spread,48,0,,,
357,Covid-19,48,0,,,
358,Economy,26,0,,,
359,War in Ukraine,22 for War,0,,,
360,covid,48,0,,,
361,NHS,1,0,,,
362,covid,48,0,,,
363,The economy,26,0,,,
364,Covid,48,0,,,
365,COVID,48,0,,,
366,NHS is a disaster,1,0,,,
367,Covid,48,0,,,
368,Covid pandemic,48,0,,,
369,The Brexit deal,15 for Europe,0,,,
370,economy,26,0,,,
371,Cost of living rise,32 for Living costs,0,,,
372,The cost of living,32,0,,,
373,pandemic,48,0,,,
374,cost of living,32,0,,,
375,Economy,26,0,,,
376,Covid,48,0,,,
377,The cost of living,32,0,,,
378,Cost of living,32,0,,,
379,economy,26,0,,,
380,Economic recovery,26 - Economy-general,0,,,
381,Climate Change,40 Environment,0,,,
382,Covid-19,48,0,,,
383,Inflation,31,0,,,
384,THE ECONOMY,26,0,,,
385,cost of living crisis,32,0,,,
386,inflation,31,0,,,
387,Immigration,12,0,,,
388,Covid,48,0,,,
389,Covid variant,48,0,,,
390,economy,26,0,,,
391,price of energy,32,0,,,
392,Brexit,15,0,,,
393,Covid,48,0,,,
394,Cost of living,32,0,,,
395,immigration,12,0,,,
396,covid 19,48,0,,,
397,covid,48,0,,,
398,Climate change,40 Environment,0,,,
399,The cost of living,32,0,,,
400,Cost of living,32,0,,,
401,Economy,26,0,,,
402,Cost of living,32,0,,,
403,Covid,48,0,,,
404,coronoa virus,48,0,,,
405,The failed government,"4 - Pol-neg i.e., complaints about politics",0,,,
406,Covid 19,48,0,,,
407,covid,48,0,,,
408,Coronavirus,48,0,,,
409,COVD19,48,0,,,
410,Covid,48,0,,,
411,The Conservative Government eroding democracy.,"5 for Partisan-neg i.e., complaints about a party of politician",0,,,
412,Covid,48,0,,,
413,Affordability,32,0,,,
414,covid,48,0,,,
415,climate change,40 Environment,0,,,
416,The destruction of the country's economy and morals due to the racism and stupidity of Brexit,15,0,,,
417,Economic fallout from Brexit and CV19,15,0,,,
418,Covid,48,0,,,
419,Immigration,12,0,,,
420,Nhs,1,0,,,
421,economy,26,0,,,
422,COVID-19,48,0,,,
423,immigration,12,0,,,
424,Crime,"- ""The rise in crime rates across the country is very concerning.""
- ""I believe addressing crime and improving public safety should be the top priority for the government.""
- ""The issue of crime and violence in our communities needs to be tackled effectively.""",0,,,
425,Coronavirus,48,0,,,
426,Lack of choice in medical alternatives within nhs,1,0,,,
427,Inflation,31,0,,,
428,The various consequences of the virus,48 - Coronavirus,0,,,
429,Covid,48,0,,,
430,COVID,48,0,,,
431,Covid 19,48,0,,,
432,Energy prices,32 for Living costs,0,,,
433,Cost of living crisis,32 for Living costs,0,,,
434,Russia/Ukraine conflict,22 War,0,,,
435,illegal migrants,12 for Immigration,0,,,
436,COVID,48,0,,,
437,Covid,48,0,,,
438,covid,48,0,,,
439,Brexit,15,0,,,
440,Economy,26,0,,,
441,Cost of living,32,0,,,
442,The government,"4 - Pol-neg i.e., complaints about politics",0,,,
443,Climate change,40 Environment,0,,,
444,Conservative government,5,0,,,
445,Global warming / Climate change,40 Environment,0,,,
446,Covid 19 and the variants,48 - Coronavirus,0,,,
447,cost of living,32,0,,,
448,Violent crime,14,0,,,
449,Brexit,15,0,,,
450,Covid,48,0,,,
451,Energy costs,32 for Living costs,0,,,
452,Peak Oil / Energy crisis,32 for Living costs,0,,,
453,COVID pandemic,48,0,,,
454,ECONOMY RISING PRICES,31 for Inflation,0,,,
455,economy,26,0,,,
456,Economy,26,0,,,
457,Covid,48,0,,,
458,Financial,32 for Living costs,0,,,
459,Economy,26,0,,,
460,Corona,48,0,,,
461,Brexit,15,0,,,
462,costs of living,32,0,,,
463,Covid,48,0,,,
464,Inflation,31,0,,,
465,Blocking the Police & Crime bill,14 for Crime,0,,,
466,Climate change,40 Environment,0,,,
467,COVID,48,0,,,
468,Covid,48,0,,,
469,Cost of living.,32 for Living costs.,0,,,
470,Economy,26,0,,,
471,Cost of living,32,0,,,
472,Climate change,40 Environment,0,,,
473,Covid19,48,0,,,
474,health - fighting the Corona virus,48,0,,,
475,Climate Change,40 Environment,0,,,
476,Covid,48,0,,,
477,covid,48,0,,,
478,Covid 19,48,0,,,
479,Covid 19,48,0,,,
480,Immigration,12,0,,,
481,covid,48,0,,,
482,covid,48,0,,,
483,Covid,48,0,,,
484,Corona virus,48,0,,,
485,NHS,1,0,,,
486,Broken government promises and wasteful spending,"4 - Pol-neg i.e., complaints about politics",0,,,
487,Economy,26,0,,,
488,Coronavirus,48,0,,,
489,coronavirus,48,0,,,
490,Financial situations,32 for Living costs,0,,,
491,The economy,26,0,,,
492,Covid,48,0,,,
493,Illegal immigration,12,0,,,
494,Economy & cost of living,32 for Living costs,0,,,
495,climate change,40 Environment,0,,,
496,Pandemic,48,0,,,
497,Economy,26,0,,,
498,Covid-19,48,0,,,
499,Climate change,40 Environment,0,,,
0,Economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
1,Poor Government,"4 - Pol-neg i.e., complaints about politics",1,0.9147828561734639,0.8829444891695378,0.9460418423878052
2,COVID 19,48 (Coronavirus),1,0.9147828561734639,0.8829444891695378,0.9460418423878052
3,immigration,12,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
4,The cost of living crisis,32 for Living costs,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
5,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
6,coved19,48 (Coronavirus),1,0.9147828561734639,0.8829444891695378,0.9460418423878052
7,the economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
8,NHS,1,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
9,Cost of living,32,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
10,COVID,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
11,Cost of living,32,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
12,Global warming,40 Environment,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
13,Immigration,12,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
14,underfunded nhs,1,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
15,The economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
16,cost of living energy prices,32,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
17,Corruption in parliament,"4 - Pol-neg i.e., complaints about politics",1,0.9147828561734639,0.8829444891695378,0.9460418423878052
18,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
19,COVID,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
20,War in Ukraine,22 for War,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
21,Brexit & Covid,"15, 48",1,0.9147828561734639,0.8829444891695378,0.9460418423878052
22,the Ukraine conflict,22 for War,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
23,underlying health probems that have not been dealt with during the pandemic,1,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
24,Economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
25,Covid-19,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
26,covid 19,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
27,COVID-19,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
28,Cost of living,32,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
29,Immigration,12,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
30,Cost of living,32,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
31,Brexit,15,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
32,immigration,12,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
33,The economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
34,crime,"I'm sorry, but I need to see the open-ended response in order to assign a category to it.",1,0.9147828561734639,0.8829444891695378,0.9460418423878052
35,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
36,Cover 19 Indian strain,48 for Coronavirus,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
37,EU aggression,22 for War,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
38,COVID 19,48 (Coronavirus),1,0.9147828561734639,0.8829444891695378,0.9460418423878052
39,rejoining the eu,15 for Europe,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
40,Recovery from Covid-19,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
41,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
42,Cost of Living,32,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
43,Rising living costs,32,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
44,This lying cheating dishonest government,"4 - Pol-neg i.e., complaints about politics",1,0.9147828561734639,0.8829444891695378,0.9460418423878052
45,illegal migrants,12 for Immigration,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
46,covie vir 19,48 for Coronavirus,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
47,Economic recovery,26 - Economy-general,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
48,Immigration,12,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
49,Corona virus pandemic,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
50,COVID,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
51,Virus,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
52,Cost of Living,32,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
53,Climate change,40 Environment,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
54,Brexit,15,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
55,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
56,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
57,Covid hoax,48 for Coronavirus,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
58,Covid 19,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
59,Rising prices,31 - Inflation,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
60,Pandemic,48 (Coronavirus),1,0.9147828561734639,0.8829444891695378,0.9460418423878052
61,Covid 19,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
62,NHS backlog,1,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
63,immigraation,12,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
64,Economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
65,Economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
66,Coronavirus,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
67,Cost of living,32,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
68,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
69,Recovering from Coronavirus,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
70,economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
71,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
72,COVID,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
73,Cost of living,32,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
74,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
75,price increases,31 for Inflation,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
76,covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
77,Covid-19,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
78,Elitism and corruption,"4 - Pol-neg i.e., complaints about politics",1,0.9147828561734639,0.8829444891695378,0.9460418423878052
79,SLEEZE,"4 - Pol-neg i.e., complaints about politics",1,0.9147828561734639,0.8829444891695378,0.9460418423878052
80,Health crisis,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
81,Economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
82,cost of living,32,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
83,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
84,Covid 19,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
85,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
86,Incompetent & dishonest government,"4 - Pol-neg i.e., complaints about politics",1,0.9147828561734639,0.8829444891695378,0.9460418423878052
87,The Environment,40,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
88,Cost Of Livinf Crisis and inflation,"32, 31",1,0.9147828561734639,0.8829444891695378,0.9460418423878052
89,effects of covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
90,illegal immigration,12,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
91,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
92,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
93,covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
94,covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
95,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
96,The pandemic,48 - Coronavirus,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
97,omnicrom virus,48 - Coronavirus,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
98,Effects of the war in Ukraine,22 for War,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
99,Cost of Living,32,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
100,the virus,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
101,Coronavirus,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
102,Covid-19,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
103,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
104,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
105,Immigration,12,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
106,Corona virus,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
107,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
108,Immigration,12,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
109,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
110,recovering from covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
111,rising cost of living,32 for Living costs,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
112,COVID,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
113,Climate change,40 Environment,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
114,Russia invading Ukraine,22 War,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
115,Rise in living costs,32 for Living costs,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
116,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
117,Coronavirus,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
118,Cost of living crisis,32 for Living costs,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
119,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
120,Rising cost of living,32 for Living costs,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
121,Covid,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
122,Economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
123,Economy,26,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
124,Covid 19,48,1,0.9147828561734639,0.8829444891695378,0.9460418423878052
