id,text,annotation,iteration,ka_mean,ka_lower,ka_upper
166,Gas and electric price rise,32 for Living costs,0,,,
167,Cost of living,32,0,,,
168,Covid,48,0,,,
169,COVID,48,0,,,
170,covid,48,0,,,
171,covid,48,0,,,
172,Brexit,15,0,,,
173,Covid,48,0,,,
174,immigration,12,0,,,
175,Coronavirus,48,0,,,
176,N.Ireland Protocol,15,0,,,
177,cost of living crisis,32,0,,,
178,Climate change,40,0,,,
179,the new covid,48,0,,,
180,Coronavirus,48,0,,,
181,Covid-19,48,0,,,
182,COVID 19,48,0,,,
183,Coronavirus,48,0,,,
184,"Rising prices in electricity, petrol etc",32,0,,,
185,Covid,48,0,,,
186,Climate change,40,0,,,
187,Covid,48,0,,,
188,COVID,48,0,,,
189,coronoa virus,48,0,,,
190,immigration,12,0,,,
191,Coronavirus,48,0,,,
192,Brexit,15,0,,,
193,Ecomomy,26,0,,,
194,Covid,48,0,,,
195,THE ECONOMY,26,0,,,
196,Recovering from Coronavirus,48,0,,,
197,Covid,48,0,,,
198,The rising cost of living,32,0,,,
199,Energy prices,32,0,,,
200,dealing with the pandemic,48,0,,,
201,covid,48,0,,,
202,Recovery from pandemic,48,0,,,
203,Overpopulation,40 Environment,0,,,
204,the Covid vaccinations,48,0,,,
205,Covid,48,0,,,
206,economy,26,0,,,
207,Pandemic,48,0,,,
208,Household bills,32,0,,,
209,Immigrants,12,0,,,
210,Climate emergency,40 Environment,0,,,
211,economy,26,0,,,
212,the economy,26,0,,,
213,Immigration,None,0,,,
214,Covid,48,0,,,
215,Covid,48,0,,,
216,COVID,48,0,,,
217,Lockdown,48,0,,,
218,Covid_19,48,0,,,
219,Cost of living crisis,32,0,,,
220,covid,48,0,,,
221,Economy,26,0,,,
222,finanaces,26,0,,,
223,Cost of Energy,32,0,,,
224,Climate change,40,0,,,
225,The Environment,40,0,,,
226,covid,48,0,,,
227,Covid,48,0,,,
228,covid 19,48,0,,,
229,Cost of living crisis,32,0,,,
230,Climate change,40,0,,,
231,Cost of Living,Living costs,0,,,
232,Climate Change,40,0,,,
233,Price rises,32,0,,,
234,Covid,48,0,,,
235,Covid,48,0,,,
236,Cost of living,32,0,,,
237,Cost of living,32,0,,,
238,Covid 19 and the variants,48,0,,,
239,Immigration,None,0,,,
240,Economy,26,0,,,
241,Covid-19,48,0,,,
242,Economy,26,0,,,
243,Pandemic,48,0,,,
244,Covid,48,0,,,
245,Rising cost of living,32,0,,,
246,Cost of living,32,0,,,
247,health - fighting the Corona virus,48,0,,,
248,Covid,48,0,,,
249,Climate change,40,0,,,
250,Climate change,40,0,,,
251,Covid,48,0,,,
252,Economy,26,0,,,
253,Climate Change,40,0,,,
254,The costs of covid,48,0,,,
255,Pandemic,48,0,,,
256,Economy,26,0,,,
257,Covid 19,Coronavirus,0,,,
258,Covid 19,48,0,,,
259,Covid-19,48,0,,,
260,Climate change,40,0,,,
261,covid,48,0,,,
262,Covid,48,0,,,
263,recovering from covid,48,0,,,
264,Cost of living,32,0,,,
265,Economy,26,0,,,
266,Cost of living,32,0,,,
267,ENERGY PRICE RISE,32,0,,,
268,Covid-19,48,0,,,
269,Covid pandemic,48,0,,,
270,Coronavirus,48,0,,,
271,pensioners struggling to pay their bills,32 - Living costs,0,,,
272,Coronavirus,48,0,,,
273,Cost of fuel,32,0,,,
274,Economy,26,0,,,
275,covid,48,0,,,
276,Cost of Living increases,32,0,,,
277,Price increases,32,0,,,
278,Affordability,32,0,,,
279,Covid,48,0,,,
280,Climate change,40,0,,,
281,Immigration,None,0,,,
282,Covid,48,0,,,
283,covid,48,0,,,
284,Covid,48,0,,,
285,Cost of living,32,0,,,
286,The economy,26,0,,,
287,covie vir 19,48,0,,,
288,Cost of living rise,32,0,,,
289,Cost of living,32,0,,,
290,Covid,48,0,,,
291,the economy,26,0,,,
292,Covid,48,0,,,
293,covid,48,0,,,
294,Covid,48,0,,,
295,Covid-19,48,0,,,
296,Covid pandemic,48,0,,,
297,the economy,26,0,,,
298,Economy,26,0,,,
299,Border Control,12,0,,,
300,Covid,48,0,,,
301,Opening country back up,26 - Economy-general,0,,,
302,covid,48,0,,,
303,immigrants crossing the English Channel,12,0,,,
304,Immigration,None,0,,,
305,climate change,40 Environment,0,,,
306,Brexit & Covid,"15, 48",0,,,
307,Covid,48,0,,,
308,covid,48,0,,,
309,covid,48,0,,,
310,Economy,26,0,,,
311,Corona virus,48,0,,,
312,COVID,48,0,,,
313,Covid,48,0,,,
314,covid,48,0,,,
315,price increases,32,0,,,
316,Climate change,40,0,,,
317,cost of living,32,0,,,
318,Brexit,15,0,,,
319,covid,48,0,,,
320,Energy prices,32,0,,,
321,Coronavirus,48,0,,,
322,COVID-19,48,0,,,
323,Covid-19,48,0,,,
324,Rising prices of food .fuel e.t.c,32,0,,,
325,coronavirus,48,0,,,
326,Covid,48,0,,,
327,Covid,48,0,,,
328,covid 19,48,0,,,
329,Covid 19,48,0,,,
330,Cost of living,32,0,,,
331,Climate change,40,0,,,
332,COVID Issues,48,0,,,
333,Covid,48,0,,,
334,cost of living,32,0,,,
335,economic recovery,26,0,,,
336,Economy,26,0,,,
337,Economy & cost of living,32,0,,,
338,Illegal immigration,12,0,,,
339,Covid,48,0,,,
340,imigration,12,0,,,
341,economy,26,0,,,
342,COVID,48,0,,,
343,Economy,26,0,,,
344,Covid19,48,0,,,
345,Coronavirus,48,0,,,
346,Covid omicron,48,0,,,
347,Cost of living,32,0,,,
348,Economy,26,0,,,
349,Cost of living,32,0,,,
350,Covid,48,0,,,
351,COVD19,48,0,,,
352,The economy,26,0,,,
353,COVID,48,0,,,
354,Economy,26,0,,,
355,Economy,26,0,,,
356,Cost of living,32,0,,,
357,economy,26,0,,,
358,Coronovirus,48,0,,,
359,COVID,48,0,,,
360,Covid,48,0,,,
361,Food and heating,32,0,,,
362,Covid 19,48,0,,,
363,Covid,48,0,,,
364,Immigration,"- ""We need to address the immigration crisis and secure our borders.""
- ""Immigration is a major concern for me, we need to have better policies in place.""
- ""I believe immigration is the most pressing issue facing our country right now.""",0,,,
365,Covid,48,0,,,
366,Cost of living crisis,32,0,,,
367,Covid 19,48,0,,,
368,Brexit,15,0,,,
369,virus,Coronavirus,0,,,
370,Covid,48,0,,,
371,Rising prices for living,32,0,,,
372,illegal immigration,12,0,,,
373,covid,48,0,,,
374,The coronavirus pandemic,48,0,,,
375,Pandemic,48,0,,,
376,Cost of living,32,0,,,
377,cost of living,32,0,,,
378,Cost of Living,Living costs,0,,,
379,Covid,48,0,,,
380,cost of living going up,32,0,,,
381,Covid,48,0,,,
382,Pollution,40 Environment,0,,,
383,COVID,48,0,,,
384,Illegal immigrants,12,0,,,
385,Covid 19,48,0,,,
386,Economy,26,0,,,
387,Economy,26,0,,,
388,covid,48,0,,,
389,Covid 19,48,0,,,
390,Covid variant,48,0,,,
391,cost of living,32,0,,,
392,Price of oil,32,0,,,
393,Increasing prices,32 - Living costs,0,,,
394,COVID 19,48,0,,,
395,Immigration,None,0,,,
396,Covid 19,48,0,,,
397,The cost of living,32,0,,,
398,Cost of living crisis,32,0,,,
399,climate change,40,0,,,
400,Immigration,None,0,,,
401,The economy,26,0,,,
402,Immigration,None,0,,,
403,C0vid,48,0,,,
404,Cost of living,32,0,,,
405,Climate change,40,0,,,
406,Covid,48,0,,,
407,Brexit,15,0,,,
408,Covid,48,0,,,
409,COVID,48,0,,,
410,immigration,12,0,,,
411,Immigration,None,0,,,
412,The various consequences of the virus,48,0,,,
413,immigration,N/A,0,,,
414,COVID,48,0,,,
415,Covid,48,0,,,
416,Climate change,40,0,,,
417,COVID-19,48,0,,,
418,Covid 19,48,0,,,
419,The economy,26,0,,,
420,COVID 19,48,0,,,
421,Migration across the English Channel,12,0,,,
422,covid,48,0,,,
423,Energy costs,32,0,,,
424,Covid,48,0,,,
425,Cost of living,32,0,,,
426,COVID-19,48,0,,,
427,covid,48,0,,,
428,Rising prices,32 - Living costs,0,,,
429,Economy,26,0,,,
430,Covid,48,0,,,
431,Economic,26,0,,,
432,Coronavirus,48,0,,,
433,Cost of Living,Living costs,0,,,
434,Covid,48,0,,,
435,economy,26,0,,,
436,covid 19,48,0,,,
437,Immigration,None,0,,,
438,Covid,48,0,,,
439,Coronavirus,48,0,,,
440,Climate change,40,0,,,
441,PANDEMIC,48,0,,,
442,Cost of living,32,0,,,
443,Fuel crisis,32 for Living costs,0,,,
444,COVID,48,0,,,
445,Covid,48,0,,,
446,migrants,12,0,,,
447,The economy,26,0,,,
448,Covid-19,48,0,,,
449,Covid,48,0,,,
450,Covid,48,0,,,
451,brexit,15,0,,,
452,Coronavirus,48,0,,,
453,Covid 19,48,0,,,
454,Living costs,"- ""The rising cost of housing and healthcare is putting a strain on families across the country.""
- ""I am worried about how I will be able to afford to send my kids to college with the increasing living costs.""
- ""The cost of groceries and utilities keeps going up, making it harder to make ends meet.""",0,,,
455,Covid,48,0,,,
456,Economy,26,0,,,
457,Climate Change,40,0,,,
458,costs of living,32,0,,,
459,Corona virus,48,0,,,
460,Covid,48,0,,,
461,Climate chnage,40 Environment,0,,,
462,Relationship with the EU,15,0,,,
463,covid,48,0,,,
464,Coronavirus,48,0,,,
465,Immigration,"- ""We need to address the immigration crisis and come up with fair and humane solutions.""
- ""Immigration policy is a major concern for me, we need to secure our borders and also provide a path to citizenship for those already here.""
- ""Immigration is a hot-button issue that needs to be tackled head-on, it affects our economy and social fabric.""",0,,,
466,Immigration,None,0,,,
467,Covid,48,0,,,
468,Climate change,40,0,,,
469,the cost of living,32,0,,,
470,economy,26,0,,,
471,The economy,26,0,,,
472,COVID-19,Respond 48 for Coronavirus,0,,,
473,Economy,26,0,,,
474,Economic recovery,26,0,,,
475,Covid,48,0,,,
476,Covid control,48,0,,,
477,Cost of living,32,0,,,
478,Covid,48,0,,,
479,Migrants,12,0,,,
480,Economic Loss due to Brexit,15,0,,,
481,Economy,26,0,,,
482,The continuing negative effects from brexit,15,0,,,
483,coronavirus,48,0,,,
484,Covid,48,0,,,
485,covid,48,0,,,
486,COVID-19,48,0,,,
487,Covid,48,0,,,
488,Covid 19,48,0,,,
489,Covid 19 Omicron variant,48,0,,,
490,Cost of living,32,0,,,
491,Coronavirus,Respond 48 for Coronavirus.,0,,,
492,COVID-19,48,0,,,
493,Covid-19,48,0,,,
494,The Brexit deal,15,0,,,
495,Climate change,40,0,,,
496,pandemic,48,0,,,
497,Climate change,40,0,,,
498,Covid,48,0,,,
499,covid restrictions,48,0,,,
0,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
1,Immigration,N/A,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
2,Overpopulation,40 Environment,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
3,cost of living energy prices,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
4,The cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
5,Economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
6,Covid 19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
7,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
8,Coronarvius,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
9,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
10,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
11,Covid-19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
12,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
13,coved19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
14,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
15,economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
16,Energy prices,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
17,Cost of living.,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
18,Covid-19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
19,Climate change,40,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
20,Pandemic,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
21,Global warming,40 Environment,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
22,Coronavirus,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
23,illegal migrants,12,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
24,Coronavirus,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
25,Covid-19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
26,Covid 19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
27,Financial situations,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
28,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
29,Corona virus pandemic,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
30,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
31,Economic recovery,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
32,eradicating Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
33,consequences of brexit/Russian aggression,15,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
34,covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
35,Brexit,15,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
36,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
37,immigration,12,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
38,Economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
39,Brexit.,15,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
40,Climate change,40,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
41,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
42,Pandemic,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
43,Cost of Living,Living costs,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
44,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
45,Cost of Living,Living costs,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
46,Cost of living crisis,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
47,Climate change,40,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
48,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
49,illegal immigration,12,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
50,Environment,"- ""Climate change and protecting our environment for future generations.""
- ""The degradation of our natural resources and the impact of pollution on our health.""
- ""I am deeply concerned about the state of our planet and the urgent need for environmental protection measures.""",1,0.9106324157833151,0.8754856681226656,0.9472801804400541
51,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
52,COVID,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
53,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
54,Rising energy costs.,32 - Living costs,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
55,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
56,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
57,COVID 19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
58,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
59,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
60,Inaction on climate change,40 Environment,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
61,Cv19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
62,Economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
63,the economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
64,Brexit,15,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
65,omnicrom virus,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
66,The economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
67,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
68,Cost of living and paying bills,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
69,ECONOMY RISING PRICES,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
70,Cost of living crisis,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
71,COVID-19,Respond 48 for Coronavirus,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
72,covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
73,Covid 19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
74,Financial,Living costs,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
75,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
76,Climate change,40,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
77,The economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
78,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
79,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
80,Environmental,"- ""Climate change and protecting the environment for future generations.""
- ""The degradation of our natural resources and the impact of pollution on our health.""
- ""Preserving biodiversity and finding sustainable solutions to our energy needs.""",1,0.9106324157833151,0.8754856681226656,0.9472801804400541
81,Economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
82,Covid 19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
83,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
84,Coronavirus,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
85,COVID-19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
86,economic recovery,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
87,Economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
88,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
89,Economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
90,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
91,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
92,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
93,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
94,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
95,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
96,"Keeping covid at bay,unlocking the country",48 - Coronavirus,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
97,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
98,immigration,12,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
99,Climate change,40,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
100,Environment,"""The most important issue facing the country is the urgent need to address climate change and protect our environment for future generations.""",1,0.9106324157833151,0.8754856681226656,0.9472801804400541
101,Rising costs,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
102,covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
103,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
104,Corona virus,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
105,The cost of living crisis,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
106,Immigration,None,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
107,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
108,Economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
109,covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
110,Covid 19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
111,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
112,Corona,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
113,Economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
114,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
115,Economy,26,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
116,The pandemic,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
117,coronavirus,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
118,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
119,covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
120,The EU,15,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
121,The pandemic,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
122,Energy prices,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
123,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
124,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
125,Cost of living,32,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
126,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
127,covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
128,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
129,Global warming / Climate change,40,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
130,Coping with Brexit,15,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
131,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
132,COVID-19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
133,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
134,COVID,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
135,Coronavirus,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
136,covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
137,Immigration,None,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
138,Immigration,None,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
139,Covid 19,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
140,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
141,Broken government promises and wasteful spending,26 - Economy-general,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
142,COVID pandemic,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
143,covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
144,climate change,40,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
145,Covid,48,1,0.9106324157833151,0.8754856681226656,0.9472801804400541
